Species	Protein ID	Family	Genome/EST	Category
Oryza sativa subsp. japonica	LOC_Os04g31320.1	SWI/SNF-BAF60b	Genome	Other
Oryza sativa subsp. japonica	LOC_Os04g56980.1	SWI/SNF-BAF60b	Genome	Other
Oryza sativa subsp. japonica	LOC_Os05g34780.1	SWI/SNF-BAF60b	Genome	Other
Oryza sativa subsp. japonica	LOC_Os08g39310.1	SWI/SNF-BAF60b	Genome	Other
Oryza sativa subsp. japonica	LOC_Os09g04720.1	SWI/SNF-BAF60b	Genome	Other
Oryza sativa subsp. japonica	LOC_Os10g36810.1	SWI/SNF-BAF60b	Genome	Other
Oryza sativa subsp. japonica	LOC_Os12g32280.1	SWI/SNF-BAF60b	Genome	Other
Oryza sativa subsp. japonica	LOC_Os02g51880.1	SWI/SNF-SWI3	Genome	Other
Oryza sativa subsp. japonica	LOC_Os04g47270.1	SWI/SNF-SWI3	Genome	Other
Oryza sativa subsp. japonica	LOC_Os08g04780.1	SWI/SNF-SWI3	Genome	Other
Oryza sativa subsp. japonica	LOC_Os10g38850.1	SWI/SNF-SWI3	Genome	Other
Oryza sativa subsp. japonica	LOC_Os01g66890.3	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os01g70670.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os01g70670.2	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os01g72020.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os01g72020.2	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os02g20600.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os02g52316.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os03g46440.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os03g46440.2	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os03g46440.3	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os03g48120.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os04g35370.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os04g40630.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os04g53390.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os04g53430.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os04g56460.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os05g27880.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os05g27880.2	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os05g27880.3	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os05g33050.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os05g44530.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os05g44540.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os06g14060.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os06g14060.2	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os06g21330.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os06g31100.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os06g45720.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os06g45770.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os06g46240.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os07g15490.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os08g01320.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os08g01320.2	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os08g03480.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os08g03500.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os08g03510.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os08g03530.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os08g13060.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os08g13070.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os08g13090.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os08g13250.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os08g25240.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os08g38700.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os08g40460.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os08g40490.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os08g41120.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os08g41150.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os08g41170.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os08g41180.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os08g41220.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os08g41230.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os08g41240.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os09g06890.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os09g16850.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os09g16870.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os10g28840.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os10g28870.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os10g28970.2	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os10g28975.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os10g29050.2	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os10g29120.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os10g29190.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os10g29260.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os10g29320.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os10g29360.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os10g29440.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os10g29920.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os10g30040.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os10g30350.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os11g02070.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os11g04600.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os11g24550.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os11g40220.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os11g40490.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os11g41260.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os11g41290.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os11g41300.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os11g45560.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os12g02030.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os12g04410.1	TRAF	Genome	Other
Oryza sativa subsp. japonica	LOC_Os01g13300.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g51610.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g52514.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g52540.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g67830.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g68370.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g68370.2	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g68370.3	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g68370.4	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g25820.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g38470.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g45850.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g02900.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g06850.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g06850.2	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g06850.3	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g06850.4	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g06850.5	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g08620.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g11370.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g42230.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g42240.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g42250.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g42280.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g42280.2	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g42290.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g42370.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g42410.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g42420.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g42430.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g27960.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g27990.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g28000.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g49230.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g58000.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g58010.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g40280.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g01860.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g02230.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g09420.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g42630.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g08530.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g08540.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g08600.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g12820.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g17230.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g37610.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g48200.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g48200.2	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g01090.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g01090.2	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g06120.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g23470.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g23570.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g07060.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g17630.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g39190.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g05740.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g09160.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g09160.2	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g06080.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g40070.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g40080.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g40090.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g40120.1	ABI3VP1	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g66420.1	Alfin-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g66420.2	Alfin-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g35600.1	Alfin-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g60390.1	Alfin-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g36730.1	Alfin-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g07040.1	Alfin-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g34640.1	Alfin-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g12910.1	Alfin-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g41740.1	Alfin-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g14010.1	Alfin-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g14010.2	Alfin-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g04020.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g04020.2	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g04750.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g04800.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g07120.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g07120.2	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g10370.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g12440.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g21120.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g46870.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g49830.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g54890.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g58420.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g59780.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g64790.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g66270.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g67410.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g73770.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g06330.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g09650.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g10760.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g13710.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g29550.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g29550.2	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g29550.3	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g32040.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g32140.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g34260.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g34270.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g35240.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g38090.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g40070.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g42585.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g43790.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g43820.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g43940.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g43970.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g45420.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g45450.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g51300.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g51670.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g52670.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g54050.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g54160.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g54160.2	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g55380.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g05590.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g06920.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g07830.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g07940.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g08460.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g08470.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g08470.2	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g08470.3	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g08490.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g08500.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g08500.2	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g09170.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g12950.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g15660.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g19900.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g22170.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g56050.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g60120.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g60430.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g60430.2	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g64260.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g18650.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g32620.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g32790.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g34970.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g36640.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g42570.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g44670.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g46220.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g46240.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g46250.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g46400.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g46410.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g46440.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g48350.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g52090.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g55520.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g55560.2	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g55560.3	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g55970.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g55970.2	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g56150.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g57340.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g03040.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g03040.2	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g03040.3	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g25260.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g27930.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g27930.2	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g27930.3	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g27930.4	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g28350.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g29810.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g32270.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g34730.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g36100.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g37640.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g39590.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g39590.2	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g39590.3	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g41760.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g41780.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g45954.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g47650.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g49010.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g49700.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g03670.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g05340.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g06540.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g06970.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g07030.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g08340.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g09390.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g09390.2	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g09717.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g09760.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g09790.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g09810.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g10780.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g11860.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g11940.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g36000.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g40150.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g42990.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g43220.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g44750.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g47590.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g03250.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g10410.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g12510.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g13170.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g13170.2	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g22730.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g22770.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g38750.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g42510.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g47330.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g47790.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g47790.2	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g07440.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g07700.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g27220.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g31580.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g34360.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g35240.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g36920.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g41030.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g42550.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g43200.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g43210.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g44960.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g45110.1	AP2-EREBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g11460.1	AP2-EREBP	Genome	TF
